id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7370637,步行至士林夜市只要2分鐘-單人房Single Bed,38126111,夜市小棧,,士林區,25.0908608039034,121.5240544578247,Entire home/apt,1111,1,24,2018-11-24,0.60,4,161
7374505,台北101(世貿站)2C,24388398,Debra,,信義區,25.03046572673541,121.56132883549988,Private room,1358,1,11,2018-02-20,0.27,12,358
7375520,步行至士林夜市只要2分鐘-一大床雙人房Double bed,38126111,夜市小棧,,士林區,25.091414079228898,121.52500458351189,Entire home/apt,1358,1,33,2018-05-05,0.82,4,164
7375824,步行至士林夜市只要2分鐘-兩小床雙人房Twin bed,38126111,夜市小棧,,士林區,25.09019925300545,121.52374420459324,Entire home/apt,1358,1,16,2018-11-18,0.40,4,165
7394608,C寧夏夜市2分鐘 中山捷運6分鐘 迪化老街 西門町台北車站,36500312,Wang,,大同區,25.055192472880456,121.51478923486559,Entire home/apt,895,2,68,2018-11-06,2.84,9,151
7405671,信義台北101窩標準雙人D房 Cozy 101 room D,24388398,Debra,,信義區,25.02882458907707,121.5666627703864,Private room,1297,1,28,2018-10-07,0.69,12,355
7414524,4 MRT 1 min 2BR for 3 people,7635857,Nick & Peggy,,中正區,25.019083295249857,121.52652466507483,Entire home/apt,1204,2,50,2018-08-30,1.30,16,348
7424881,Ximen/MRT Lonshan:8 bed mixed/A,38620757,Kali,,萬華區,25.037164756706144,121.50383693826629,Shared room,463,1,7,2018-10-27,0.20,32,358
7441444,WXY snooZe Bliss Suite,38985515,Woolloomooloo SnooZe,,信義區,25.033590213060364,121.55756624703676,Private room,7903,1,3,2017-02-23,0.08,6,357
7441465,WXY snooZe Tatami Room (Gem),38985515,Woolloomooloo SnooZe,,信義區,25.033616298535915,121.55933608370745,Private room,6607,1,4,2016-11-12,0.12,6,351
7441993,WXY snooZe Serendipity Suite,38985515,Woolloomooloo SnooZe,,信義區,25.032485927876557,121.55911395721961,Private room,9786,1,4,2018-07-29,0.11,6,360
7450340,溫馨四人套房,38933508,Anna,,萬華區,25.044138818445173,121.50548409578776,Entire home/apt,2408,1,14,2017-11-10,0.35,4,300
7462054,Spacious+Central 3BR by Taipei 101,33705816,Jess&Beth,,大安區,25.030514238397856,121.55317254669423,Entire home/apt,4013,5,43,2018-11-12,1.08,3,172
7462668,TW Hostel-4 Bed Female Dorm (1pax) A*,39090032,橙舍青旅,,萬華區,25.04491987110694,121.50598403858962,Shared room,525,1,9,2018-08-07,0.22,43,365
7464902,機場捷運直達 寧夏夜市電梯3-5人房 有洗衣機 近西門町 北門站 台北車站,36500312,Wang,,大同區,25.052680867227096,121.50893520551085,Entire home/apt,2007,2,114,2018-11-12,3.50,9,141
7464913,小巧溫馨 電梯2-4人房 位於臺北市中心近台北車站 西門町 中山捷運站 寧夏夜市 光華商場 華山文創,36500312,Wang,,中山區,25.049159827235258,121.52640061581195,Entire home/apt,1266,2,164,2018-11-04,4.04,9,124
7486395,西門町 Ximending~溫馨雙人房@Monica's House,38635758,Monica,,萬華區,25.04565733719672,121.50238054174098,Entire home/apt,1050,1,134,2018-10-28,3.78,3,66
7488307,"Room 3E  Great location , near MRT Gongguan.",38134494,GNstay,,中正區,25.01328940168198,121.53567216459723,Private room,1204,3,31,2018-11-22,0.78,58,4
7489025,Sky Residence Three Bedroom,339014,Lisa,,大安區,25.027252062978043,121.54901197317426,Entire home/apt,3087,30,0,,,13,340
7491830,TW Hostel- 6 Bed Mixed Dorm (1pax) A,39090032,橙舍青旅,,萬華區,25.04664880088583,121.5061991308775,Shared room,525,1,2,2016-02-09,0.05,43,365
7494825,"Next to Zhongxiao Fuxing MRT, spacious and comfy!",24565081,喬治 George,,大安區,25.041078039683445,121.54330717855478,Entire home/apt,2995,1,117,2018-11-18,2.89,9,354
7504752,信義台北101窩標準(2-4) F房 Cozy room(2-4) F,24388398,Debra,,信義區,25.027620838466117,121.56686949105028,Private room,1513,1,17,2018-09-29,0.42,12,356
7505893,TW  Capsule  Hostel- 6/8 Bed Mixed(1pax) A*,39090032,橙舍青旅,,萬華區,25.04485507793327,121.50672094434195,Shared room,710,1,15,2018-05-06,0.39,43,365
7506641,転転創意 全新装潢 New 微風  -Breeze Suite -,19930487,JEan,,中山區,25.045197754794106,121.54313794682072,Entire home/apt,5001,1,12,2016-01-26,0.30,1,361
7508505,窩在2人房,39335135,Iris,,中山區,25.049652755610712,121.52605132124751,Private room,1389,1,119,2018-10-07,2.95,17,45
7509957,TW Hostel  - Twin Room Shared Bathroom A1*,39090032,橙舍青旅,,萬華區,25.04635691160287,121.50615546167342,Private room,1297,1,9,2018-07-20,0.24,43,360
7509993,TW Hostel-Double Room Shared BathroomA1,39090032,橙舍青旅,,萬華區,25.045958672148952,121.50616567220081,Private room,1297,1,6,2016-12-24,0.16,43,365
7510237,窩在2+1,39335135,Iris,,中山區,25.049232522443194,121.52860415445159,Private room,1574,1,23,2018-05-27,0.58,17,45
7510595,窩在一起2+2,39335135,Iris,,中山區,25.048398601297293,121.52694835012268,Private room,1852,1,8,2018-08-05,0.20,17,0
7517209,"Hi!近雙連MRT,台北車站(2~7人)",21797890,Hachi,,中山區,25.057993614222664,121.52388732629731,Entire home/apt,1698,1,215,2018-11-11,5.35,3,320
7538835,離台北車站最近的大樓《2-6人雅緻房》捷運台北車站M3出口,39497831,Tony小二,,中正區,25.047334960578176,121.51913225748032,Entire home/apt,1667,1,8,2017-10-02,0.20,11,145
7539509,Corner 111 @ Ximending /時尚簡約的角落@西門町,38200194,Corner,,萬華區,25.025467912005013,121.49649303432638,Entire home/apt,1667,2,14,2017-05-17,0.46,3,0
7540232,"No3 of Taipower bui台電捷運站3號出口,師大夜市區!",19182679,Hwei-Fung(Joy),,大安區,25.0237398710208,121.52775187037693,Entire home/apt,2408,1,91,2018-11-04,2.38,2,349
7548056,"落地窗房B室,自助開房,陽光充足,視野佳｡",9674401,Cindy,,中山區,25.058323313881555,121.54360130747847,Private room,834,1,127,2018-11-04,3.15,3,349
7549867,捷運台北車站M3出口5秒鐘《溫馨2-4人房》WiFi免費,39497831,Tony小二,,中正區,25.045662611334066,121.51721200108462,Entire home/apt,1667,3,42,2018-01-07,1.05,11,176
7550921,"**Double room with private  bathroom, 3 min to MRT",10007698,Kiki,,大安區,25.040815190772857,121.55254079029221,Private room,1698,2,165,2018-10-29,4.23,19,42
7559127,窩在2人房(B),39335135,Iris,,中山區,25.048521788670996,121.5298757444956,Private room,1389,1,74,2018-10-22,1.83,17,0
7559383,☆北歐風時尚房 ☆15secsTo XimenMRT☆ 純淨美感超大景觀窗,28103867,Henry,,萬華區,25.041890442595324,121.50777859433144,Entire home/apt,3581,1,87,2018-11-14,2.19,18,134
7571524,WXY snooZe Tatami Room (Beauty),38985515,Woolloomooloo SnooZe,,信義區,25.033733997957672,121.55921665528733,Private room,4415,1,6,2018-11-17,0.22,6,357
7571744,WXY snooZe Tatami Room (Simplicity),38985515,Woolloomooloo SnooZe,,信義區,25.032634686736795,121.55849521711146,Private room,4600,1,1,2016-04-28,0.03,6,357
7571969,WXY snooZe Tatami Room (Treasure),38985515,Woolloomooloo SnooZe,,信義區,25.03221522500992,121.55854847145785,Private room,4600,1,1,2016-05-07,0.03,6,356
7574317,[多天入住還另有折扣呦!!! ] 窩在2人房(C)  歡迎內洽,39335135,Iris,,中山區,25.049387771945142,121.52814605317418,Private room,1204,2,65,2018-06-12,1.63,17,0
7585451,Nordic Studio,4278247,Max,,大安區,25.04245653401409,121.5490766465,Private room,1142,2,256,2018-11-04,6.51,6,211
7587868,Ximen/MRT Lonshan:4 bed Female/C,38620757,Kali,,萬華區,25.03634748398771,121.50282252961989,Shared room,494,1,15,2016-07-21,0.39,32,358
7588427,Ximen/MRT Lonshan:4 bed Female/D,38620757,Kali,,萬華區,25.036157139391616,121.50448342117056,Shared room,494,1,6,2016-12-29,0.15,32,358
7589049,Ximen/MRT Lonshan:4 bed mixed/A,38620757,Kali,,萬華區,25.037739831058598,121.50390653138399,Shared room,494,1,2,2016-06-28,0.06,32,358
7589277,Ximen/MRT Lonshan:4 bed mixed/C,38620757,Kali,,萬華區,25.03792906044308,121.5031623718538,Shared room,494,1,3,2018-08-31,0.08,32,358
7589527,Ximen/MRT Lonshan:8 bed mixed/bed D,38620757,Kali,,萬華區,25.037565211220716,121.50403152224442,Shared room,494,1,1,2017-01-07,0.04,32,358
7589645,窩在2人房(D),39335135,Iris,,中山區,25.04991324304725,121.5256225969289,Private room,1389,1,44,2018-03-26,1.10,17,0
7589654,(2日入住優惠)窩在2+1(B),39335135,Iris,,中山區,25.049792374385206,121.52535722433127,Private room,1297,2,58,2018-10-31,1.45,17,0
7591505,Ximen/MRT Lonshan:8 bed mixed/C,38620757,Kali,,萬華區,25.035642678268456,121.50287014048806,Shared room,463,1,15,2017-04-12,0.38,32,358
7591798,Ximen/MRT Lonshan:8 bed mixed/E,38620757,Kali,,萬華區,25.037527185421627,121.50326211919261,Shared room,463,1,23,2017-08-19,0.61,32,358
7592186,Ximen/MRT Lonshan:8 bed mixed/F,38620757,Kali,,萬華區,25.03646805546458,121.50462825129979,Shared room,463,1,25,2017-10-09,0.72,32,358
7592188,Ximen/MRT Lonshan:8 bed mixed/G,38620757,Kali,,萬華區,25.036067505969136,121.50279907997296,Shared room,463,1,1,2016-03-13,0.03,32,358
7592189,Ximen/MRT Lonshan:8 bed mixed/H,38620757,Kali,,萬華區,25.03784936231129,121.50467255817762,Shared room,463,1,16,2017-11-05,0.48,32,358
7592633,Ximen/MRT Lonshan:8 bed Female/A,38620757,Kali,,萬華區,25.0358276662753,121.504620516859,Shared room,401,1,7,2017-01-20,0.18,32,358
7592638,Ximen/MRT Lonshan:8 bed Female/C,38620757,Kali,,萬華區,25.037511948959757,121.50371464339835,Shared room,401,1,4,2016-10-30,0.12,32,358
7592641,Ximen/MRT Lonshan:8 bed Female/E,38620757,Kali,,萬華區,25.037515896214163,121.50274934119616,Shared room,401,1,2,2016-01-06,0.05,32,358
7592643,Ximen/MRT Lonshan:8 bed Female/F,38620757,Kali,,萬華區,25.037014484483098,121.50456361480056,Shared room,401,1,4,2016-12-29,0.12,32,358
7592647,Ximen/MRT Lonshan:8 bed Female/G,38620757,Kali,,萬華區,25.03707892600645,121.50278301971049,Shared room,463,1,10,2017-05-30,0.29,32,358
7592650,Ximen/MRT Lonshan:8 bed Female/H,38620757,Kali,,萬華區,25.036290680016563,121.50395097423464,Shared room,463,1,3,2017-01-22,0.09,32,358
7607768,"3分鐘捷運忠孝復興站-710台北LOHAS樂活Da,an",12066843,Wanhan,,大安區,25.040266080493886,121.5416636365516,Entire home/apt,2902,1,122,2018-11-08,3.89,2,198
7608547,Taipei Cozy Apt 7minToMetro. Taipei 101 Xinyi area,29537683,Patty,,信義區,25.04009152535821,121.5788142701569,Entire home/apt,2007,1,53,2018-10-21,1.37,2,345
7611262,"Studio 8 (2-min to MRT, near 101)",37144598,Aaron,,大安區,25.022819156473208,121.55132474863389,Entire home/apt,3890,4,5,2017-11-21,0.14,1,81
7612896,台北車站Alan的電梯大樓景觀清新風2~6人房,32194667,Alan,,中正區,25.045203379044136,121.51563506508946,Entire home/apt,1173,1,83,2018-10-14,2.08,16,330
7623224,Ximen/MRT Lonshan :Sun Double Bed B,38620757,Kali,,萬華區,25.037693567368912,121.50448674891197,Private room,1544,1,7,2017-09-15,0.18,32,358
7624847,"台北101信義百貨商圈內,MRT出口3mins,直達機場九份宜蘭bus起點.近饒河夜市六人獨立公寓",24501553,Kail,,信義區,25.04040256090625,121.562706422792,Entire home/apt,1914,1,282,2018-11-15,6.97,5,125
7631796,Economy Studio,4278247,Max,,大安區,25.0420525702534,121.5485018797993,Private room,895,2,298,2018-11-12,7.37,6,194
7633892,Sugar stays brown- Scandinavian 2bedrooms apt,5141964,Matty,,大安區,25.039863705104757,121.55516508179745,Entire home/apt,2902,2,61,2018-10-09,1.55,16,32
7643283,casa ximen 2+1 taipei,30511314,Jose,,萬華區,25.04476773034673,121.50344649619052,Entire home/apt,1451,1,292,2018-11-20,7.39,1,229
7646849,窩在一起2+2_無窗,39335135,Iris,,中山區,25.049627475954363,121.52539629421639,Private room,1513,1,16,2017-12-26,0.40,17,45
7646889,極寬敞加大單人床可睡兩人/房間狀態可依旅客性別做不同風格呈現,30790595,Giin,,北投區,25.10968527438879,121.51268927165972,Private room,648,1,152,2018-10-28,3.82,6,354
7649954,"善導寺站走路1分鐘內
 1 min walk subwy sation",25630525,Jim,,中正區,25.04166368241957,121.52015585406436,Private room,1605,1,19,2018-04-29,0.48,2,321
7652921,台北西門町3分鐘  8-10  人混合住宿床位房,39910472,瘋台北青旅,,中正區,25.044944765704948,121.51024173575853,Shared room,370,1,18,2018-09-21,0.45,2,250
7658761,"Renew 2 room MRT, parlor, kitchen",8478209,Eric,,文山區,25.005582265305264,121.5550798044197,Entire home/apt,2007,2,0,,,19,339
7671517,"台北101信義百貨商圈內,MRT出口250m三人房A(機場大巴終站,近饒河夜市,直達宜蘭公車起點)",24501553,Kail,,信義區,25.04223950024791,121.56638565875542,Entire home/apt,1297,1,302,2018-11-19,7.49,5,313
7674838,"溫馨小房間 @台北捷運 BR 線｢港墘站｣, 鄰近內湖科學園區､故宮､美麗華",33482573,Clio,,內湖區,25.083776526726435,121.57717140608031,Private room,710,1,144,2018-11-07,3.60,1,342
7680113,g1SS 單人房Taiepi Single room with shared bathroom,40332619,Inncube 3s,,中正區,25.04484575567135,121.51316909703239,Private room,556,3,37,2018-10-25,1.30,7,319
7681157,"Superior Twin-2 beds, near MRT (PERMA House/Room3)",36491476,PERMA House,,大安區,25.042198643951817,121.5575727402794,Private room,1111,1,14,2018-05-27,0.36,5,158
7681827,Daan Hidden Gem NYC Style 2.5BR Loft,20206900,Jack,,大安區,25.034952362051655,121.53481766102487,Entire home/apt,5001,3,14,2016-08-26,0.35,1,61
7689724,鄉村風大空間套房 台北車站 AIRPORT LINE 6分鐘 近西門商圈,34417624,Ryan,,中正區,25.046182625094648,121.51826844927773,Entire home/apt,2007,2,137,2018-11-03,3.41,6,137
7691829,"Home, sweet home!(Great location )",8410693,Sandy,,信義區,25.03818562841136,121.57430305121494,Private room,988,3,102,2018-10-06,2.60,2,142
7704667,101 Home BNB- Taipei Home Stay Experience,13173781,Belle,,信義區,25.029726360174692,121.56084635961759,Private room,309,1,19,2016-11-24,0.47,1,330
7706421,音樂家瘋台灣 永康商圈/師大夜市/中正紀念堂 文藝時尚風雅小品,34255018,Alicia,,大安區,25.0317600659559,121.53019013875533,Entire home/apt,2593,4,47,2018-10-19,1.19,5,129
7708496,明亮安靜舒適的家,11279211,Emily,,士林區,25.126696698205958,121.54896402180965,Entire home/apt,2809,365,0,,,1,365
7711423,台北101(世貿站)2D,24388398,Debra,,信義區,25.030343683375445,121.56091022464874,Private room,1204,1,18,2018-09-09,0.48,12,358
7719621,台北101(世貿站)3C,24388398,Debra,,信義區,25.030935051819082,121.56119355936939,Private room,1204,1,25,2018-11-11,0.63,12,361
7723279,Relax館水手房-雙人床-B1,40379640,麟光,,信義區,25.021886241679063,121.55760315516447,Private room,1173,1,29,2018-07-29,0.74,3,363
7723470,Relax館時尚房-雙人床-B1,40379640,麟光,,信義區,25.02252093785191,121.55570545136565,Private room,1482,1,103,2018-11-25,2.57,3,359
7723551,Relax館簡約房-雙人房-B1,40379640,麟光,,信義區,25.02351123097091,121.55563320969796,Private room,1389,1,53,2018-10-07,1.33,3,362
7725908,WZ-casa [Aurora] Ximen MRT 西門町 4-6人 free Wifi-Egg,28321231,W,,萬華區,25.04246090900959,121.50695133501844,Entire home/apt,3087,2,197,2018-11-24,4.99,12,123
7726042,"Apt Studio 15, MRT Dongmen Station, By Yongkang St",17847603,Tony,,中正區,25.034964354045066,121.52894754327424,Entire home/apt,1976,4,62,2018-11-21,1.60,4,275
7749865,"Alley93, MRT_Shuanglian, Center of Taipei, #3",30027464,Mori,,中山區,25.060452868659404,121.52571423196599,Private room,895,1,56,2016-06-28,1.40,3,0
7766112,@ 12 Rooms｡[Metro Zhongshan] Apt.｡,29869318,Sabrina,,中山區,25.052022630280735,121.5218885539404,Entire home/apt,1791,1,2,2015-08-17,0.05,33,263
7766489,(Q05四人套房)位於全台灣最便利發達的台北車站旁｡住宿樓下即是台北轉運站 無盥洗用品無毛巾,28662191,台北美麗的公寓,,大同區,25.049545584746664,121.51613361607801,Entire home/apt,2995,1,5,2018-07-03,0.72,12,158
7776859,窩在2人房(E)*,39335135,Iris,,中山區,25.048599745571,121.52532962661093,Private room,1389,1,107,2018-10-24,2.69,17,45
7777160,"【溫馨3-6人房,西門町商圈中心) Anna's",38933508,Anna,,萬華區,25.043864234765888,121.50722214146744,Entire home/apt,1914,1,28,2018-07-26,0.70,4,336
7790184,Single Room! Feel so good!,40240260,Ian,,萬華區,25.031036568907098,121.49560070777711,Private room,494,1,25,2018-06-01,0.63,9,178
7790279,Close to metro Longshan temple! So Central!,40240260,Ian,,萬華區,25.031127014267355,121.49529014541108,Entire home/apt,587,1,5,2018-01-05,0.14,9,178
7797772,疯狂下杀/East zone@100+ IDOL's and cafe shop,15706026,Fi Fi,,大安區,25.04275852248566,121.55038073926897,Entire home/apt,1574,2,124,2018-11-17,3.12,20,160
7798264,Ximen Duckstay Hostel Female Single Bed(GS3),24914580,大可居青年旅館,,萬華區,25.03673671865826,121.50247051150849,Shared room,463,1,41,2018-02-18,1.03,14,332
7800412,"座落南京敦化商圈, 闹中取静的纯朴巷弄里, 南京小巨蛋捷运站1號出口旁",40050840,Yu Lan,,松山區,25.051632399127396,121.55172141113471,Private room,1173,30,0,,,1,178
7810214,Life is Good~ New Suite near Taipei 101,19413015,Leon,,信義區,25.026351658377703,121.56818161500779,Private room,1914,1,146,2018-11-11,4.66,4,125
7813000,Central Lush 4BR @TPE 101&Dongqu,2668294,Jackie & Lynn,,大安區,25.03844358296501,121.5546069806871,Entire home/apt,9262,1,1,2016-11-06,0.04,14,0
7822479,東區忠孝復興SOGO四人房 Zhongxiao Fuxing MRT(機場接送優惠),41180405,Yu-Shu,,大安區,25.040864799140174,121.54477615688589,Private room,988,1,141,2018-11-05,3.57,5,47
7826971,"生活便利丶溫馨的小宅
12/19~12/27敬請提出諮詢,連續住滿七天以上將給予特別優惠｡",22400386,Johnson,,信義區,25.04647202398434,121.56954223285696,Entire home/apt,3025,2,134,2018-11-26,3.38,1,152
7829901,ONE ROOM WITH BREAKFAST in Horizon Inn,39590432,大地清旅,,中山區,25.04752689832293,121.5437057962566,Private room,2501,1,100,2018-11-19,2.59,4,66
7836077,Tech building5. Da-an10. Liozhanli7,25231878,Wes,,大安區,25.025437354858607,121.54781332645526,Entire home/apt,3489,1,0,,,1,363
7836266,【Taipei Ximending Lift studio_1】,21867853,Teddy,,萬華區,25.04366204603891,121.5072348814482,Entire home/apt,1513,1,161,2018-11-18,4.03,15,335
7844565,中山捷運-雙人套房(含獨立衛浴)✪A,906344,Lily,,中山區,25.051523607391882,121.5212227081984,Private room,1327,1,63,2018-11-12,1.62,8,87
7847798,MetroApt101 D (Monthly)-仁爱101月租D,20785737,Taipei Holidays,,大安區,25.037544414791288,121.55582860096685,Entire home/apt,864,30,5,2018-03-09,0.22,36,321
7848303,Downtown secure new building,27532613,Mia,,中山區,25.064536292849006,121.5248101190384,Entire home/apt,2315,7,50,2018-11-11,1.27,2,318
7861901,"永春棧KozzyPrivateRoom YC個室(204)MRT YC永春站,台北101, 饒河夜市",28262698,Emily,,信義區,25.03986272017558,121.57569908328487,Private room,988,1,37,2018-11-10,0.99,6,153
7864125,"永春棧KozzyPrivateRoom YC個室(201)MRT YC永春站,台北101, 饒河夜市",28262698,Emily,,信義區,25.038430427289615,121.57510256735159,Private room,895,1,37,2018-05-08,0.95,6,233
7866703,Geometry Home@Taipei 西門站 5mins(3-6人房)free Wifi-Egg,20965710,Nini,,萬華區,25.04122185801917,121.50610031935096,Entire home/apt,988,2,148,2018-11-23,3.75,20,131
7870763,一個舒適安全又乾淨的環境是我們的目標,41481264,蹓躂,,文山區,25.00243675498347,121.54226194444175,Shared room,587,30,15,2018-08-18,0.42,3,89
7871407,提供一個乾淨安全的住宿環境是我們的目標,41481264,蹓躂,,文山區,24.992572859567453,121.57148774951385,Shared room,587,30,19,2017-03-17,0.54,3,89
7877394,InPageHostel 悅樂青年商旅 (單人無窗房),41522730,Inpage,,中正區,25.045933155377565,121.51368744064241,Private room,957,1,25,2017-10-10,0.66,13,350
7877745,InPageHostel 悅樂青年商旅 (上下舖有窗),41522730,Inpage,,中正區,25.04440993144785,121.5144754266143,Private room,3952,1,11,2018-05-13,0.28,13,360
7887333,"Stylish Apartment with Gym, 1mins to Metro",33548192,Claudia,,松山區,25.051018772076183,121.56372328642186,Entire home/apt,2501,1,0,,,1,0
7905714,[Big Room!!] 西門町 - Taipei Ximending,29742280,Haruka,,萬華區,25.042309592502512,121.50780434985879,Entire home/apt,1544,2,76,2017-06-21,1.92,1,0
7920796,(Q17雙人套房) 機場捷運 台北車站旁京站百貨 台北轉運站 無盥洗用品,28662191,台北美麗的公寓,,大同區,25.050035811733714,121.51828449531459,Entire home/apt,2285,1,5,2018-09-17,0.15,12,318
7922657,舒適兩房近101,41779223,Anna,,大安區,25.042394071445372,121.55753861289953,Entire home/apt,5989,2,94,2018-11-04,3.19,1,325
7931592,WZ-casa [ 270°] Ximen MRT 西門町 4-6人房 free Wifi-Egg,28321231,W,,萬華區,25.044078042835384,121.50455308507934,Entire home/apt,3272,2,231,2018-11-14,5.89,12,311
7937109,Comfortable apartment close to Taipei 101 tower,10376437,Yogee,,松山區,25.05820515044847,121.56432233686675,Private room,556,30,53,2018-10-07,1.36,2,316
7938093,"Comfy 4Pax RMT@Ximen, near Ximendin",23691863,台台,,萬華區,25.042470187904982,121.50634733246443,Entire home/apt,2501,2,49,2018-11-01,1.27,28,145
7938413,五分埔小居,41812899,ShuLing,,南港區,25.049417042726347,121.58163115390671,Shared room,710,1,0,,,1,0
7939711,台北車站蒂芬尼熊2-6人房(步行2分鐘台北車站及捷運站),30101387,Tim,,中正區,25.04731595505715,121.5174604745711,Entire home/apt,1513,1,229,2018-11-12,5.82,4,140
7941000,日光河流-旅居,5181530,Ginger,,中正區,25.023609139044645,121.51544056234029,Entire home/apt,1204,5,0,,,3,360
7947610,Cosy apartment for Backpackers,10376437,Yogee,,松山區,25.058220188000817,121.56384800890953,Private room,556,30,75,2018-11-01,2.01,2,324
7958442,台灣台北市南港區大房間 Taiwan Taipei City Nankan big room,41972067,Leslie,,南港區,25.053089132246477,121.58743598505677,Private room,587,1,1,2016-01-02,0.03,2,167
7958671,台北東區忠孝復興站VIP獨立3人套房,27299686,小姐,,大安區,25.04153757914338,121.54137234680995,Private room,1111,30,1,2016-02-12,0.03,5,318
7958801,台北東區忠孝復興站雙人套房出租(需短租一個月),27299686,小姐,,大安區,25.040794209128972,121.5438451014996,Private room,587,30,2,2016-04-05,0.06,5,365
7961718,台北窩101旁風格套房H / Nestel Guest house 101 Cozy room H,24388398,Debra,,信義區,25.02908210807401,121.56713219749497,Private room,1451,1,15,2018-04-01,0.38,12,345
7977843,InPageHostel 悅樂青年商旅 (上下舖有窗限女生Female),41522730,Inpage,,中正區,25.044901933993003,121.51232700682992,Private room,3952,1,2,2017-10-10,0.14,13,355
7977860,InPageHostel 悅樂青年商旅 (二單床),41522730,Inpage,,中正區,25.046222622363672,121.51303698138183,Private room,4075,1,4,2016-08-09,0.10,13,351
7979424,窩在2+1(C),39335135,Iris,,中山區,25.049935887959972,121.52556612095647,Private room,1574,1,18,2018-01-04,0.45,17,45
7983272,Flower Blossom Room,4278247,Max,,大安區,25.042420616693164,121.54697946064883,Private room,988,1,304,2018-11-12,7.99,6,217
7988138,Ximen Wow House (2-4 pax room),42159672,幼幼,,萬華區,25.047623909537933,121.5068669331401,Entire home/apt,2192,2,32,2018-10-28,0.84,13,145
7989157,Taipei CT House - Female Dorm,10446419,Chunky,,大同區,25.049720807285922,121.51672998420423,Shared room,648,1,23,2018-11-18,0.59,6,360
7989670,Taipei City Home - Mixed Dorm,10446419,Chunky,,大同區,25.051121374025353,121.51667680783108,Shared room,617,1,15,2018-06-30,0.39,6,364
7995242,台北車站對面《北歐無印房2-6》捷運台北車站出口有窗戶,39497831,Tony小二,,中正區,25.045456392594357,121.51535344394914,Entire home/apt,1173,1,42,2018-10-25,1.06,11,171
8001746,N'5 @Taipei 西門站 5mins (4-6人房) free Wifi-Egg,20965710,Nini,,萬華區,25.04186246008891,121.50631313023447,Entire home/apt,1389,2,157,2018-11-22,4.44,20,146
8002342,Quiet Japanese Room in Taipei City,26832489,Klairounette,,中正區,25.040520395067706,121.52376224676796,Private room,741,6,2,2015-10-11,0.05,2,166
8003570,Leisure Apartment for Taipei Home Stay in Tienmu天母,42254670,Ya-Ling,,北投區,25.111029993645598,121.52315340443033,Entire home/apt,3211,3,123,2018-11-20,3.18,2,106
8065450,商務2-3人舒適房近圓山､士林 Cozy Suite near MRT,42600467,Jenny,,大同區,25.06791156927608,121.51412376356781,Private room,895,3,16,2018-10-07,0.43,2,76
8073621,InPageHostel悅樂青年商旅(單人無窗房限女生Female),41522730,Inpage,,中正區,25.045026161154578,121.51369000223244,Private room,2748,1,7,2018-06-09,0.20,13,353
8085007,2 Rooms｡[Metro Zhongshan] Apt.｡｡,29869318,Sabrina,,中山區,25.050619341536283,121.52190595433082,Private room,2192,2,10,2018-09-03,0.26,33,74
8090743,"Taipei City, Xingtian Temple MRT",17310751,采琳,,中山區,25.05962202222806,121.53083402405531,Private room,1019,10,0,,,1,0
8098352,[三日以上連住優惠] 窩在2人房(F),39335135,Iris,,中山區,25.04920698627362,121.52501707156138,Private room,1204,2,65,2018-10-07,1.76,17,0
8105829,窩在1+1_有窗,39335135,Iris,,中山區,25.049716495656767,121.52537925631437,Private room,895,1,72,2018-07-30,1.83,17,45
8107175,台北車站隔壁●粉紅KT房2-4人●離台北車站捷運M3出口步行只要5秒,39497831,Tony小二,,中正區,25.04745157571208,121.51655586454555,Entire home/apt,1667,1,33,2016-11-20,0.84,11,173
8108106,Writer's Terrace Xinyi  作家的信義天台,42812971,Stephen,,信義區,25.042984568011033,121.56612638266327,Entire home/apt,3952,1,142,2018-11-24,3.70,1,343
8112970,tree room near Shilin Night Market,42839297,John,,士林區,25.088237866312692,121.52355867580783,Entire home/apt,1297,1,34,2018-09-23,0.87,5,360
8114011,White room near Shilin Night Market,42839297,John,,士林區,25.08807388777973,121.52421244370728,Entire home/apt,1297,1,45,2018-10-06,1.17,5,174
8114860,4-10 2room near Shilin Night Market,42839297,John,,士林區,25.08978262602457,121.52345603754918,Entire home/apt,2593,1,7,2018-04-26,0.20,5,361
8118749,Closed to 101 shopping area,7944593,Hsu,,信義區,25.02353399654143,121.5695687848431,Private room,617,2,32,2018-10-24,0.84,1,70
8120674,Lots of nature & yet close to town,23450660,Chiaki & Vivian,,北投區,25.119279839623324,121.46824832922125,Private room,1173,2,75,2018-11-16,1.96,1,80
8123967,5F2near by MRT Nangang station & exhibition center,5386798,Jej,,南港區,25.035596489744282,121.61453712809313,Private room,988,3,0,,,8,163
8134820,Warm Trendy Locale Across street Daan MRT,30591050,D&B,,大安區,25.03267156483721,121.54537576206002,Entire home/apt,5094,4,50,2018-10-24,1.28,8,194
8137719,City Penthouse & Rooftop 10 seconds to SHANDAO MRT,30591050,D&B,,中正區,25.045476573927303,121.52348181960515,Entire home/apt,4940,4,66,2018-11-24,1.71,8,278
8137941,TaipeiCityHallMRT5min PrvtBath 4F-2,10112069,Wendy,,信義區,25.0451677932278,121.5678747771648,Private room,1081,5,24,2018-11-16,0.62,15,52
